iter	RMSE
199	0.03805498046
200	0.03799975542
201	0.03794424056
202	0.03788101657
203	0.03783395008
204	0.0377449111
205	0.03765882634
206	0.0376289615
207	0.03754296679
208	0.03747806341
209	0.03741835157
210	0.03733845161
211	0.03724892961
212	0.03719444999
213	0.03709183365
214	0.03701978325
215	0.03696004164
216	0.03691467712
217	0.03682154403
218	0.03674346427
219	0.03670700052
220	0.03661647067
221	0.03657750748
222	0.03649559137
223	0.03643628858
224	0.03634020071
225	0.03629656202
226	0.03623516892
227	0.03618781871
228	0.03613954608
229	0.03606083242
230	0.03597169734
231	0.03594224178
232	0.03590619291
233	0.0358375017
234	0.03578174667
235	0.03570052344
236	0.03563645058
237	0.03556172203
238	0.03548296822
239	0.03541903318
240	0.03536101393
241	0.0353179428
242	0.0352605536
243	0.03519793276
244	0.03509540563
245	0.03501347644
246	0.03495529371
247	0.03488130833
248	0.03480007243
249	0.03472831949
250	0.03469759318
251	0.03462831263
252	0.03458671696
253	0.03455073942
254	0.03448764049
255	0.03445110601
256	0.0344166335
257	0.03433909408
258	0.03425193998
259	0.0341906457
260	0.03413569731
261	0.03409827133
262	0.03403527515
263	0.0339922265
264	0.03393787756
265	0.03388295022
266	0.03382593994
267	0.03375462
268	0.03369086118
269	0.03362933475
270	0.03355883186
271	0.03346906607
272	0.03340394753
273	0.03333814471
274	0.03327706014
275	0.03321457495
276	0.03313140069
277	0.0330563707
278	0.03301123234
279	0.03296085248
280	0.03290674619
281	0.03287644368
282	0.03277813231
283	0.03271501078
284	0.03264289586
285	0.03257840366
286	0.03250999654
287	0.03243301925
288	0.03240333661
289	0.03235179042
290	0.03229751774
291	0.03224703254
292	0.03220725172
293	0.03214026706
294	0.03211388049
295	0.0320481776
296	0.03199255733
297	0.03194754874
298	0.03191640864
299	0.03181799209
300	0.03177312282
301	0.03169202735
302	0.03161631034
303	0.03158254846
304	0.03153547307
305	0.03146698318
306	0.03142812432
307	0.03136235854
308	0.03132294897
309	0.0312826648
310	0.03119747926
311	0.03116842557
312	0.03108583247
313	0.03105655589
314	0.03102774864
315	0.03098713371
316	0.03095650436
317	0.03089554478
318	0.03083711271
319	0.03081044387
320	0.03078302177
321	0.03075579049
322	0.03071480026
323	0.0306820827
324	0.0306393453
325	0.03055430453
326	0.03050008271
327	0.03041326932
328	0.0303742231
329	0.03031507708
330	0.0302425008
331	0.0302166605
332	0.03014520135
333	0.0301241673
334	0.03006664924
335	0.03004019469
336	0.03000403121
337	0.02994970129
338	0.02986406232
339	0.02983165091
340	0.02975602422
341	0.02973030532
342	0.029646609
343	0.02957592204
344	0.0295448404
345	0.02947912879
346	0.02941799989
347	0.02939395102
348	0.02933275582
349	0.02930909975
350	0.02926748922
351	0.02920448829
352	0.02914248494
353	0.02909022054
354	0.02907351207
355	0.02902345662
356	0.02896609648
357	0.02892378085
358	0.02886731205
359	0.02883860218
360	0.02875960974
361	0.02870997085
362	0.02869248514
363	0.02864858438
364	0.02860174228
365	0.02857153167
366	0.02854324604
367	0.02852480824
368	0.02848468971
369	0.02844760167
370	0.0284039696
371	0.02836334232
372	0.02832431389
373	0.02827064213
374	0.02825253868
375	0.02821686286
376	0.02816752788
377	0.02814042476
378	0.02808813628
379	0.02804924503
380	0.0280088843
381	0.02798302392
382	0.02794877146
383	0.0279144955
384	0.02786141301
385	0.02783332987
386	0.02778866847
387	0.02774462948
388	0.02770236338
389	0.02766074743
390	0.02762009441
391	0.027583642
392	0.02750918133
393	0.02747360428
394	0.02744866875
395	0.02743220896
396	0.02739133052
397	0.0273600746
398	0.02728848047
399	0.02724641531
400	0.02723026197
401	0.0271938102
402	0.02715357149
403	0.02711474914
404	0.02709067085
405	0.02706696718
406	0.02703353427
407	0.02699433929
408	0.02695274727
409	0.02689218459
410	0.02685395001
411	0.02678776666
412	0.02676358431
413	0.02672744319
414	0.02670469092
415	0.02663997785
416	0.02660463396
417	0.02658229652
418	0.02655245779
419	0.02648305925
420	0.0264206405
421	0.02633818415
422	0.02627713651
423	0.02620556576
424	0.02617110996
425	0.02609991327
426	0.02603574827
427	0.02596075773
428	0.02591782823
429	0.0258723222
430	0.02581446142
431	0.02574846642
432	0.02567424923
433	0.02560583583
434	0.02554824532
435	0.02548179314
436	0.0254361641
437	0.02538995191
438	0.02537629823
439	0.02535767742
440	0.0253441921
441	0.02530116633
442	0.0252454754
443	0.0252007332
444	0.02518255912
445	0.02516457859
446	0.02514097344
447	0.02512785188
448	0.02508648322
449	0.02505366949
450	0.02501040319
451	0.02497806064
452	0.0249642007
453	0.02490435986
454	0.02489167596
455	0.02482816348
456	0.02479672135
457	0.02477132709
458	0.02475086625
459	0.0246877153
460	0.02464717091
461	0.02463397545
462	0.02461236363
463	0.02459938409
464	0.02454747053
465	0.02453471414
466	0.02452280012
467	0.024458563
468	0.02442089381
469	0.0243818655
470	0.02434295258
471	0.02431180953
472	0.02426191307
473	0.0242012442
474	0.02416484899
475	0.02410847843
476	0.02406373337
477	0.02400461645
478	0.02397433728
479	0.02394167465
480	0.02388359392
481	0.02382328763
482	0.02379426713
483	0.02375571016
484	0.02370312933
485	0.02364296154
486	0.02361400008
487	0.02356992855
488	0.0235415591
489	0.02348474917
490	0.02345204246
491	0.02342488271
492	0.02341413255
493	0.02340347651
494	0.02336804512
495	0.02332221151
496	0.02328066569
497	0.02322613565
498	0.02319174282
499	0.02315946467
